comment,emotion
"Que absurdo, tô revoltado nível hard, não aceito!",raiva
"Tipo, what the actual hell is this?!",surpresa
"Tô morrendo de medo, tô falando sério, ajuda!",medo
"Que bagulho zuado, dislike total!",desgosto
"Alegria que não se contém, tô pulando!",alegria
"Saudade que aperta o peito, mó saudade...",tristeza
"Fiquei possesso de raiva, tô vendo vermelho!",raiva
"Caraca, que plot twist doido, não acredito!",surpresa
"Senti um arrepio na espinha, tô gelado!",medo
"Que cheiro estranho e ruim, tô passando mal!",desgosto
"Sorrisão de orelha a orelha, felicidade total!",alegria
"Dia meio meh, precisando de um café...",tristeza
"Que raiva, não aguento essa palhaçada, sério!",raiva
"Mds, fiquei chocada real oficial, tô sem reação!",surpresa
"Tô com um cagaço master, tô branco!",medo
"Que coisa fedida e nojenta, que horror!",desgosto
"Que felicidade, galera, tamo junto, energia!",alegria
"Coração na mão, tô super ansioso, ai meu Deus...",tristeza
"Fiquei muito irritado com isso, que raiva!",raiva
"Não tô acreditando no que aconteceu, tô chocado!",surpresa
"Deu um frio na barriga, tô nervoso demais!",medo
"Que gosto horrível, preciso de água urgente!",desgosto
"Que dia top, tô feliz pra caramba, valeu!",alegria
"A tristeza me invadiu de repente, tô na bad...",tristeza
"Essa atitude me deixou puto da vida, juro!",raiva
"Tipo, what the fock is going on here?!",surpresa
"Quase tive um ataque cardíaco de susto, Jesus!",medo
"Que lixo de vídeo, perdi meu tempo, aff!",desgosto
"Que vibe boa, adorei demais, like garantido!",alegria
"Me sentindo mó bad vibes hoje, só queria paz...",tristeza
"Tô mordido de raiva, alguém me acalma!",raiva
"Mano, fiquei surpreso nível hard, tô besta!",surpresa
"Medo nível expert agora, tô apavorado real!",medo
"Que parada nojenta e bizarra, credo!",desgosto
"Que alegria que contagia a todos, energia boa!",alegria
"A bad tá sinistra hoje, preciso de um abraço...",tristeza
"Que raiva que me sobe à cabeça, tô puto!",raiva
"Tipo, tô bugado real oficial, não entendi nada!",surpresa
"Tô tremendo que nem gelatina de medo, socorro!",medo
"Que troço esquisito e fedorento, afff, que agonia!",desgosto
"Que felicidade, aêêêêêêêê, hoje é nosso dia!",alegria
"A tristeza bateu forte no coração, tô sofrendo aqui...",tristeza
"Fiquei muito bravo com essa injustiça, revoltado demais!",raiva
"Nossa, fiquei de queixo caído, tô bestaço!",surpresa
"Deu um medinho agora, confesso, tô tenso...",medo
"Que gosto amargo e ruim demais, que agonia!",desgosto
"Que dia maravilhoso, tô na good total, vibe lá em cima!",alegria
"A tristeza me pegou desprevenido, tô mal mesmo...",tristeza
"Essa parada me deixou puto da vida real, juro!",raiva
"Tipo, não tô entendendo absolutamente nada disso!",surpresa
"Quase tive um piripaque de medo, meu Deus do céu!",medo
"Que coisa horrorosa, credo em cruz, que agonia!",desgosto
"Que alegria sem limites, tô radiante de felicidade!",alegria
"A bad me consumiu hoje, tô na lona total, aff...",tristeza
"Que raiva, vontade de sair correndo e gritar!",raiva
"Mano, fiquei tipo: WHAT?! Que rolou aqui?! Explica aí!",surpresa
"Tô com um medo do cão, não consigo me acalmar!",medo
"Que bagulho esquisito e fedorento, bleh, que horror!",desgosto
"Que felicidade, uhuuuuuuu, energia total, valeu!",alegria
"Coração apertado, sei lá o que tá acontecendo comigo...",tristeza
"Fiquei muito irritado com essa palhaçada toda, sério!",raiva
"Não tô acreditando no que acabei de ver, chocante demais!",surpresa
"Deu um calafrio sinistro agora, tô gelado, credo!",medo
"Que parada nojenta e fedida, que agonia, aff!",desgosto
"Que alegria que não se explica, tô muito feliz mesmo!",alegria
"A tristeza tá me corroendo por dentro, tô sofrendo tanto...",tristeza
"Que raiva, não aguento mais essa situação, juro por Deus!",raiva
"Mano, fiquei de cara total, tô bestaço, juro!",surpresa
"Tô cagado de medo real oficial mesmo, alguém me ajuda!",medo
"Que troço bizarro e nojento, credo, que agonia, vomitei!",desgosto
"Que felicidade, tô nas nuvens, que dia incrível!",alegria
"A tristeza me abateu de vez, tô na pior, sem chão...",tristeza
"Fiquei possesso com essa palhaçada toda, revoltado nível hard!",raiva
"Caraca, que plot twist inesperado e chocante, tô chocado!",surpresa
"Senti um arrepio na espinha agora, que tenso, tô gelado!",medo
"Que cheiro de coisa podre, misericórdia, que nojo!",desgosto
"Sorrisão de ponta a ponta, alegria que transborda, demais!",alegria
"Dia de fossa total, nada me anima hoje, tô na bad...",tristeza
"Que raiva que me deu, vontade de quebrar tudo, tô puto!",raiva
"Mds, fiquei chocada real oficial, sem palavras, tô passada!",surpresa
"Tô tremendo que nem vara verde de tanto medo, socorro!",medo
"Que parada sinistra e fedorenta, credo, que horror, aff!",desgosto
"Que alegria que transborda e contagia a todos, valeu!",alegria
"A tristeza bateu forte no coração, tô sofrendo muito aqui...",tristeza
"Fiquei muito bravo com essa injustiça toda, revoltado nível máximo!",raiva
"Nossa, fiquei de boca aberta com essa, tô bestaço real!",surpresa
"Deu um medão sinistro agora, juro, tô gelado e tremendo!",medo
"Que gosto amargo e ruim demais, que agonia, preciso de água!",desgosto
"Que dia maravilhoso, tô na maior good vibes, energia lá em cima!",alegria
"A tristeza me invadiu de repente, tô na bad total, aff...",tristeza
"Essa atitude me deixou puto da vida real, revoltado demais!",raiva
"Tipo, what the actual hell is this?! Não tô entendendo nada!",surpresa
"Quase tive um piripaque de medo agora, meu Deus do céu, socorro!",medo
"Que lixo de vídeo, não gostei absolutamente nada, denúncia total!",desgosto
"Que vibe boa demais, curti demais essa, like e compartilhado!",alegria
"Me sentindo mó bad vibes hoje, só queria sumir e esquecer tudo...",tristeza
"Tô mordido de raiva, alguém me acalma antes que eu faça besteira!",raiva
"Mano, fiquei surpreso nível hard, tô bestaço real oficial!",surpresa
"Medo nível expert agora, tô apavorado real oficial, ajuda!",medo
"Que parada nojenta e bizarra, que horror, vomitei de novo!",desgosto
"Que alegria que contagia a todos, energia positiva que irradia!",alegria
"A bad tá sinistra hoje, preciso de um ombro amigo urgente, tô mal...",tristeza
"Que raiva que me sobe à cabeça, tô puto da vida real, vontade de gritar!",raiva
"Tipo, tô bugado real oficial, não tô entendendo absolutamente nada!",surpresa
"Tô tremendo que nem gelatina de medo, socorro, tô apavorado!",medo
"Que troço esquisito e fedorento, afff, que agonia, tô passando mal!",desgosto
"Que felicidade, aêêêêêêêê, hoje é nosso dia, vamos comemorar!",alegria
"A tristeza bateu forte no coração, tô sofrendo muito aqui, preciso de ajuda...",tristeza
"Fiquei muito bravo com essa injustiça, revoltado nível hard total, quero justiça!",raiva
"Nossa, fiquei de queixo caído, tô bestaço real oficial, tô chocado!",surpresa
"Deu um medão sinistro agora, juro, tô gelado e tremendo igual vara verde!",medo
"Que gosto amargo e ruim demais, que agonia, preciso de água e um doce!",desgosto
"Que dia maravilhoso, tô na maior good vibes, energia lá em cima, valeu pelo vídeo!",alegria
"A tristeza me invadiu de repente, tô na bad total, só queria ficar deitado...",tristeza
"Essa atitude me deixou puto da vida real, revoltado demais, vontade de explodir!",raiva
"Tipo, what the actual hell is this?! Não tô entendendo absolutamente nada do que tá rolando!",surpresa
"Quase tive um piripaque de medo agora, meu Deus do céu, socorro, tô apavorado real oficial!",medo
"Que lixo de vídeo, não gostei absolutamente nada, denúncia total e dislike também!",desgosto
"Que vibe boa demais, curti demais essa, like, favorito e compartilhado com todo mundo!",alegria
"Me sentindo mó bad vibes hoje, só queria sumir e esquecer tudo, alguém me entende?",tristeza
"Tô mordido de raiva, alguém me acalma antes que eu faça uma besteira daquelas, tô no limite!",raiva
"Mano, fiquei surpreso nível hard, tô bestaço real oficial, minha mente bugou completamente!",surpresa
"Medo nível expert agora, tô apavorado real oficial, alguém me segura pelo amor de Deus, tô tremendo!",medo
"Que parada nojenta e bizarra, que horror, vomitei de novo, preciso urgentemente de um banho!",desgosto
"Que alegria que contagia a todos, energia positiva que irradia, valeu demais pelo vídeo, me alegrou o dia!",alegria
"A bad tá sinistra hoje, preciso de um ombro amigo urgente, tô mal demais e só queria um abraço apertado...",tristeza
"Que raiva que me sobe à cabeça, tô puto da vida real, vontade de gritar com todo mundo, alguém tem um calmante?",raiva
"Tipo, tô bugado real oficial, não tô entendendo absolutamente nada do que tá acontecendo, minha cabeça deu um nó!",surpresa
"Tô tremendo que nem gelatina de medo, socorro, tô apavorado real oficial e minhas pernas estão bambas demais!",medo
"Que troço esquisito e fedorento, afff, que agonia, tô passando mal real oficial, preciso urgentemente de ar puro!",desgosto
"Que felicidade, aêêêêêêêê, hoje é nosso dia, vamos comemorar com pizza, refri e muita alegria, valeu pelo vídeo!",alegria
"A tristeza bateu forte no coração, tô sofrendo muito aqui, preciso de ajuda urgente, alguém me dá um conselho?",tristeza
"Fiquei muito bravo com essa injustiça, revoltado nível hard total, quero justiça o mais rápido possível, vou denunciar!",raiva
"Nossa, fiquei de queixo caído, tô bestaço real oficial, minha mente bugou completamente, preciso de um tempo pra assimilar!",surpresa
"Deu um medão sinistro agora, juro, tô gelado e tremendo igual vara verde, meu coração tá disparado, acho que vou ter um treco!",medo
"Que gosto amargo e ruim demais, que agonia, preciso urgentemente de água e um doce pra tirar essa amargura da boca, credo!",desgosto
"Que dia maravilhoso, tô na maior good vibes, energia lá em cima, valeu demais pelo vídeo, me alegrou o dia e vou compartilhar com todos!",alegria
"A tristeza me invadiu de repente, tô na bad total, só queria ficar deitado na cama vendo série e comendo chocolate, alguém mais se sente assim?",tristeza
"Essa atitude me deixou puto da vida real, revoltado demais, vontade de explodir e sair gritando pela rua, alguém me segura antes que eu faça uma besteira!",raiva
"Tipo, what the actual hell is happening right now?! Não tô entendendo absolutamente nada do que tá rolando, alguém me explica o que tá acontecendo, tô perdido!",surpresa
"Quase tive um ataque de pânico real e achei que ia morrer de medo, meu corpo todo começou a tremer e fiquei sem ar, alguém me ajuda, tô desesperado!",medo
"Que lixo de vídeo, não gostei absolutamente nada, denúncia total e dislike também, perdi meu tempo precioso assistindo essa porcaria, aff!",desgosto
"Que vibe boa demais, curti demais essa, like, favorito e compartilhado com todo mundo, esse vídeo merece viralizar e chegar aos trending topics, valeu demais!",alegria
"Me sentindo mó bad vibes hoje, só queria sumir e esquecer tudo, alguém me entende e pode me dar um conselho? Tô precisando muito...",tristeza
"Tô mordido de raiva, alguém me acalma antes que eu faça uma besteira daquelas, tô no limite da paciência, preciso de um calmante urgente!",raiva
"Mano, fiquei surpreso nível hard, tô bestaço real oficial, minha mente bugou completamente, preciso de um tempo pra processar tudo isso, chocante!",surpresa
"Medo nível expert agora, tô apavorado real oficial, alguém me segura pelo amor de Deus, tô tremendo que nem gelatina e minhas pernas estão bambas demais!",medo
"Que parada nojenta e bizarra, que horror, vomitei de novo, preciso urgentemente de um banho e de esquecer que vi essa aberração!",desgosto
"Que alegria que contagia a todos, energia positiva que irradia, valeu demais pelo vídeo, me alegrou o dia e vou compartilhar com todos os meus amigos!",alegria
"A bad tá sinistra hoje, preciso de um ombro amigo urgente, tô mal demais e só queria um abraço apertado e um pouco de carinho, alguém se oferece?",tristeza
"Que raiva que me sobe à cabeça, tô puto da vida real, vontade de gritar com todo mundo, alguém tem um calmante extra pra me dar, tô no meu limite!",raiva
"Tipo, tô bugado real oficial, não tô entendendo absolutamente nada do que tá acontecendo, minha cabeça deu um nó, alguém pode me explicar o que rolou?",surpresa
"Tô tremendo que nem gelatina de medo, socorro, tô apavorado real oficial e minhas pernas estão bambas demais, preciso urgentemente de um lugar pra sentar e respirar fundo!",medo
"Que troço esquisito e fedorento, afff, que agonia, tô passando mal real oficial, preciso urgentemente de ar puro e de esquecer que meus olhos viram essa bizarrice!",desgosto
"Que felicidade, aêêêêêêêê, hoje é nosso dia, vamos comemorar com pizza, refri e muita alegria, valeu demais pelo vídeo, me fez sorrir de verdade!",alegria
"A tristeza bateu forte no coração, tô sofrendo muito aqui, preciso de ajuda urgente, alguém me dá um conselho ou uma palavra de conforto? Tô precisando muito...",tristeza
"isso me fez lembrar de coisa ruim, poxa",tristeza
"cara, isso me tirou do sério",raiva
"q plot twist foi esse mds",surpresa
"n consigo dormir depois disso kkkkk",medo
"aff q fofuraaaa",alegria
"manoo esse vídeo tá mt top kkkkk",alegria
"mano, fiquei passadaaa",surpresa
"n consigo dormir depois disso kkkkk",medo
"n consigo dormir depois disso kkkkk",medo
"ué?? como assim kkkk",surpresa
"OXEEE KKK n esperava por essa",surpresa
"cara, isso me tirou do sério",raiva
"que lixo, sério msm",raiva
"inacreditável q ainda tem gente q pensa assim",raiva
"tô na merda depois desse vídeo",tristeza
"n tô bem depois disso :(",tristeza
"não dá, q ódioooo",raiva
"me deu gastura vê isso",desgosto
"q raiva desse negócio aff",raiva
"caraca... triste demais",tristeza
